TicketID,TruckModel,Region,Priority,Subject,Description,Category
DT00712,Arocs,Germany,Low,Fuel System,Fuel consumption higher than expected,Fuel System
DT00713,Atego,USA,Medium,Fuel System,Fuel pump malfunction reported,Fuel System
DT00714,eActros,Brazil,High,Fuel System,Injector performance issue detected,Fuel System
DT00715,Axor,South Africa,Low,Fuel System,Fuel level sensor inaccurate,Fuel System
DT00716,Actros,India,Medium,Fuel System,Fuel leakage detected near tank,Fuel System
DT00717,Arocs,Germany,High,Fuel System,Fuel consumption higher than expected,Fuel System
DT00718,Atego,USA,Low,Fuel System,Fuel pump malfunction reported,Fuel System
DT00719,eActros,Brazil,Medium,Fuel System,Injector performance issue detected,Fuel System
DT00720,Axor,South Africa,High,Fuel System,Fuel level sensor inaccurate,Fuel System
DT00721,Actros,India,Low,Fuel System,Fuel leakage detected near tank,Fuel System
DT00722,Arocs,Germany,Medium,Fuel System,Fuel consumption higher than expected,Fuel System
DT00723,Atego,USA,High,Fuel System,Fuel pump malfunction reported,Fuel System
DT00724,eActros,Brazil,Low,Fuel System,Injector performance issue detected,Fuel System
DT00725,Axor,South Africa,Medium,Fuel System,Fuel level sensor inaccurate,Fuel System
DT00726,Actros,India,High,Fuel System,Fuel leakage detected near tank,Fuel System
DT00727,Arocs,Germany,Low,Fuel System,Fuel consumption higher than expected,Fuel System
DT00728,Atego,USA,Medium,Fuel System,Fuel pump malfunction reported,Fuel System
DT00729,eActros,Brazil,High,Fuel System,Injector performance issue detected,Fuel System
DT00730,Axor,South Africa,Low,Fuel System,Fuel level sensor inaccurate,Fuel System
DT00731,Actros,India,Medium,Fuel System,Fuel leakage detected near tank,Fuel System
DT00732,Arocs,Germany,High,Fuel System,Fuel consumption higher than expected,Fuel System
DT00733,Atego,USA,Low,Fuel System,Fuel pump malfunction reported,Fuel System
DT00734,eActros,Brazil,Medium,Fuel System,Injector performance issue detected,Fuel System
DT00735,Axor,South Africa,High,Fuel System,Fuel level sensor inaccurate,Fuel System
DT00736,Actros,India,Low,Fuel System,Fuel leakage detected near tank,Fuel System
DT00737,Arocs,Germany,Medium,Fuel System,Fuel consumption higher than expected,Fuel System
DT00738,Atego,USA,High,Fuel System,Fuel pump malfunction reported,Fuel System
DT00739,eActros,Brazil,Low,Fuel System,Injector performance issue detected,Fuel System
DT00740,Axor,South Africa,Medium,Fuel System,Fuel level sensor inaccurate,Fuel System
DT00741,Actros,India,High,Fuel System,Fuel leakage detected near tank,Fuel System
DT00742,Arocs,Germany,Low,Fuel System,Fuel consumption higher than expected,Fuel System
DT00743,Atego,USA,Medium,Fuel System,Fuel pump malfunction reported,Fuel System
DT00744,eActros,Brazil,High,Fuel System,Injector performance issue detected,Fuel System
DT00745,Axor,South Africa,Low,Fuel System,Fuel level sensor inaccurate,Fuel System
DT00746,Actros,India,Medium,Fuel System,Fuel leakage detected near tank,Fuel System
DT00747,Arocs,Germany,High,Fuel System,Fuel consumption higher than expected,Fuel System
DT00748,Atego,USA,Low,Fuel System,Fuel pump malfunction reported,Fuel System
DT00749,eActros,Brazil,Medium,Fuel System,Injector performance issue detected,Fuel System
DT00750,Axor,South Africa,High,Fuel System,Fuel level sensor inaccurate,Fuel System
DT00751,Actros,India,Low,Telematics,Telematics device offline,Telematics
DT00752,Arocs,Germany,Medium,Telematics,Vehicle data not syncing to portal,Telematics
DT00753,Atego,USA,High,Telematics,GPS location not updating,Telematics
DT00754,eActros,Brazil,Low,Telematics,Telematics gateway disconnected,Telematics
DT00755,Axor,South Africa,Medium,Telematics,Fleet tracking data unavailable,Telematics
DT00756,Actros,India,High,Telematics,Telematics device offline,Telematics
DT00757,Arocs,Germany,Low,Telematics,Vehicle data not syncing to portal,Telematics
DT00758,Atego,USA,Medium,Telematics,GPS location not updating,Telematics
DT00759,eActros,Brazil,High,Telematics,Telematics gateway disconnected,Telematics
DT00760,Axor,South Africa,Low,Telematics,Fleet tracking data unavailable,Telematics
DT00761,Actros,India,Medium,Telematics,Telematics device offline,Telematics
DT00762,Arocs,Germany,High,Telematics,Vehicle data not syncing to portal,Telematics
DT00763,Atego,USA,Low,Telematics,GPS location not updating,Telematics
DT00764,eActros,Brazil,Medium,Telematics,Telematics gateway disconnected,Telematics
DT00765,Axor,South Africa,High,Telematics,Fleet tracking data unavailable,Telematics
DT00766,Actros,India,Low,Telematics,Telematics device offline,Telematics
DT00767,Arocs,Germany,Medium,Telematics,Vehicle data not syncing to portal,Telematics
DT00768,Atego,USA,High,Telematics,GPS location not updating,Telematics
DT00769,eActros,Brazil,Low,Telematics,Telematics gateway disconnected,Telematics
DT00770,Axor,South Africa,Medium,Telematics,Fleet tracking data unavailable,Telematics
DT00771,Actros,India,High,Telematics,Telematics device offline,Telematics
DT00772,Arocs,Germany,Low,Telematics,Vehicle data not syncing to portal,Telematics
DT00773,Atego,USA,Medium,Telematics,GPS location not updating,Telematics
DT00774,eActros,Brazil,High,Telematics,Telematics gateway disconnected,Telematics
DT00775,Axor,South Africa,Low,Telematics,Fleet tracking data unavailable,Telematics
DT00776,Actros,India,Medium,Telematics,Telematics device offline,Telematics
DT00777,Arocs,Germany,High,Telematics,Vehicle data not syncing to portal,Telematics
DT00778,Atego,USA,Low,Telematics,GPS location not updating,Telematics
DT00779,eActros,Brazil,Medium,Telematics,Telematics gateway disconnected,Telematics
DT00780,Axor,South Africa,High,Telematics,Fleet tracking data unavailable,Telematics
DT00781,Actros,India,Low,Telematics,Telematics device offline,Telematics
DT00782,Arocs,Germany,Medium,Telematics,Vehicle data not syncing to portal,Telematics
DT00783,Atego,USA,High,Telematics,GPS location not updating,Telematics
DT00784,eActros,Brazil,Low,Telematics,Telematics gateway disconnected,Telematics
DT00785,Axor,South Africa,Medium,Telematics,Fleet tracking data unavailable,Telematics
DT00786,Actros,India,High,Telematics,Telematics device offline,Telematics
DT00787,Arocs,Germany,Low,Telematics,Vehicle data not syncing to portal,Telematics
DT00788,Atego,USA,Medium,Telematics,GPS location not updating,Telematics
DT00789,eActros,Brazil,High,Telematics,Telematics gateway disconnected,Telematics
DT00790,Axor,South Africa,Low,Telematics,Fleet tracking data unavailable,Telematics
DT00791,Actros,India,Medium,Telematics,Telematics device offline,Telematics
DT00792,Arocs,Germany,High,Telematics,Vehicle data not syncing to portal,Telematics
DT00793,Atego,USA,Low,Telematics,GPS location not updating,Telematics
DT00794,eActros,Brazil,Medium,Telematics,Telematics gateway disconnected,Telematics
DT00795,Axor,South Africa,High,Telematics,Fleet tracking data unavailable,Telematics
DT00796,Actros,India,Low,Telematics,Telematics device offline,Telematics
DT00797,Arocs,Germany,Medium,Telematics,Vehicle data not syncing to portal,Telematics
DT00798,Atego,USA,High,Telematics,GPS location not updating,Telematics
DT00799,eActros,Brazil,Low,Telematics,Telematics gateway disconnected,Telematics
DT00800,Axor,South Africa,Medium,Telematics,Fleet tracking data unavailable,Telematics
DT00801,Actros,India,High,Telematics,Telematics device offline,Telematics
DT00802,Arocs,Germany,Low,Telematics,Vehicle data not syncing to portal,Telematics
DT00803,Atego,USA,Medium,Telematics,GPS location not updating,Telematics
DT00804,eActros,Brazil,High,Telematics,Telematics gateway disconnected,Telematics
DT00805,Axor,South Africa,Low,Telematics,Fleet tracking data unavailable,Telematics
DT00806,Actros,India,Medium,Telematics,Telematics device offline,Telematics
DT00807,Arocs,Germany,High,Telematics,Vehicle data not syncing to portal,Telematics
DT00808,Atego,USA,Low,Telematics,GPS location not updating,Telematics
DT00809,eActros,Brazil,Medium,Telematics,Telematics gateway disconnected,Telematics
DT00810,Axor,South Africa,High,Telematics,Fleet tracking data unavailable,Telematics
DT00811,Actros,India,Low,Telematics,Telematics device offline,Telematics
DT00812,Arocs,Germany,Medium,Telematics,Vehicle data not syncing to portal,Telematics
DT00813,Atego,USA,High,Telematics,GPS location not updating,Telematics
DT00814,eActros,Brazil,Low,Telematics,Telematics gateway disconnected,Telematics
DT00815,Axor,South Africa,Medium,Telematics,Fleet tracking data unavailable,Telematics
DT00816,Actros,India,High,Telematics,Telematics device offline,Telematics
DT00817,Arocs,Germany,Low,Telematics,Vehicle data not syncing to portal,Telematics
DT00818,Atego,USA,Medium,Telematics,GPS location not updating,Telematics
DT00819,eActros,Brazil,High,Telematics,Telematics gateway disconnected,Telematics
DT00820,Axor,South Africa,Low,Telematics,Fleet tracking data unavailable,Telematics
DT00821,Actros,India,Medium,Telematics,Telematics device offline,Telematics
DT00822,Arocs,Germany,High,Telematics,Vehicle data not syncing to portal,Telematics
DT00823,Atego,USA,Low,Telematics,GPS location not updating,Telematics
DT00824,eActros,Brazil,Medium,Telematics,Telematics gateway disconnected,Telematics
DT00825,Axor,South Africa,High,Telematics,Fleet tracking data unavailable,Telematics
DT00826,Actros,India,Low,Telematics,Telematics device offline,Telematics
DT00827,Arocs,Germany,Medium,Telematics,Vehicle data not syncing to portal,Telematics
DT00828,Atego,USA,High,Telematics,GPS location not updating,Telematics
DT00829,eActros,Brazil,Low,Telematics,Telematics gateway disconnected,Telematics
DT00830,Axor,South Africa,Medium,Telematics,Fleet tracking data unavailable,Telematics
DT00831,Actros,India,High,Telematics,Telematics device offline,Telematics
DT00832,Arocs,Germany,Low,Telematics,Vehicle data not syncing to portal,Telematics
DT00833,Atego,USA,Medium,Telematics,GPS location not updating,Telematics
DT00834,eActros,Brazil,High,Telematics,Telematics gateway disconnected,Telematics
DT00835,Axor,South Africa,Low,Telematics,Fleet tracking data unavailable,Telematics
DT00836,Actros,India,Medium,Telematics,Telematics device offline,Telematics
DT00837,Arocs,Germany,High,Telematics,Vehicle data not syncing to portal,Telematics
DT00838,Atego,USA,Low,Telematics,GPS location not updating,Telematics
DT00839,eActros,Brazil,Medium,Telematics,Telematics gateway disconnected,Telematics
DT00840,Axor,South Africa,High,Telematics,Fleet tracking data unavailable,Telematics
DT00841,Actros,India,Low,Telematics,Telematics device offline,Telematics
DT00842,Arocs,Germany,Medium,Telematics,Vehicle data not syncing to portal,Telematics
DT00843,Atego,USA,High,Telematics,GPS location not updating,Telematics
DT00844,eActros,Brazil,Low,Telematics,Telematics gateway disconnected,Telematics
DT00845,Axor,South Africa,Medium,Telematics,Fleet tracking data unavailable,Telematics
DT00846,Actros,India,High,Telematics,Telematics device offline,Telematics
DT00847,Arocs,Germany,Low,Telematics,Vehicle data not syncing to portal,Telematics
DT00848,Atego,USA,Medium,Telematics,GPS location not updating,Telematics
DT00849,eActros,Brazil,High,Telematics,Telematics gateway disconnected,Telematics
DT00850,Axor,South Africa,Low,Telematics,Fleet tracking data unavailable,Telematics
DT00851,Actros,India,Medium,Telematics,Telematics device offline,Telematics
DT00852,Arocs,Germany,High,Telematics,Vehicle data not syncing to portal,Telematics
DT00853,Atego,USA,Low,Telematics,GPS location not updating,Telematics
DT00854,eActros,Brazil,Medium,Telematics,Telematics gateway disconnected,Telematics
DT00855,Axor,South Africa,High,Telematics,Fleet tracking data unavailable,Telematics
DT00856,Actros,India,Low,Telematics,Telematics device offline,Telematics
DT00857,Arocs,Germany,Medium,Telematics,Vehicle data not syncing to portal,Telematics
DT00858,Atego,USA,High,Telematics,GPS location not updating,Telematics
DT00859,eActros,Brazil,Low,Telematics,Telematics gateway disconnected,Telematics
DT00860,Axor,South Africa,Medium,Telematics,Fleet tracking data unavailable,Telematics
DT00861,Actros,India,High,Telematics,Telematics device offline,Telematics
DT00862,Arocs,Germany,Low,Telematics,Vehicle data not syncing to portal,Telematics
DT00863,Atego,USA,Medium,Telematics,GPS location not updating,Telematics
DT00864,eActros,Brazil,High,Telematics,Telematics gateway disconnected,Telematics
DT00865,Axor,South Africa,Low,Telematics,Fleet tracking data unavailable,Telematics
DT00866,Actros,India,Medium,Telematics,Telematics device offline,Telematics
DT00867,Arocs,Germany,High,Telematics,Vehicle data not syncing to portal,Telematics
DT00868,Atego,USA,Low,Telematics,GPS location not updating,Telematics
DT00869,eActros,Brazil,Medium,Telematics,Telematics gateway disconnected,Telematics
DT00870,Axor,South Africa,High,Telematics,Fleet tracking data unavailable,Telematics
DT00871,Actros,India,Low,Telematics,Telematics device offline,Telematics
DT00872,Arocs,Germany,Medium,Telematics,Vehicle data not syncing to portal,Telematics
DT00873,Atego,USA,High,Telematics,GPS location not updating,Telematics
DT00874,eActros,Brazil,Low,Telematics,Telematics gateway disconnected,Telematics
DT00875,Axor,South Africa,Medium,Telematics,Fleet tracking data unavailable,Telematics
DT00876,Actros,India,High,Telematics,Telematics device offline,Telematics
DT00877,Arocs,Germany,Low,Telematics,Vehicle data not syncing to portal,Telematics
DT00878,Atego,USA,Medium,Telematics,GPS location not updating,Telematics
DT00879,eActros,Brazil,High,Telematics,Telematics gateway disconnected,Telematics
DT00880,Axor,South Africa,Low,Telematics,Fleet tracking data unavailable,Telematics
DT00881,Actros,India,Medium,Telematics,Telematics device offline,Telematics
DT00882,Arocs,Germany,High,Telematics,Vehicle data not syncing to portal,Telematics
DT00883,Atego,USA,Low,Telematics,GPS location not updating,Telematics
DT00884,eActros,Brazil,Medium,Telematics,Telematics gateway disconnected,Telematics
DT00885,Axor,South Africa,High,Telematics,Fleet tracking data unavailable,Telematics
DT00886,Actros,India,Low,Telematics,Telematics device offline,Telematics
DT00887,Arocs,Germany,Medium,Telematics,Vehicle data not syncing to portal,Telematics
DT00888,Atego,USA,High,Telematics,GPS location not updating,Telematics
DT00889,eActros,Brazil,Low,Telematics,Telematics gateway disconnected,Telematics
DT00890,Axor,South Africa,Medium,Telematics,Fleet tracking data unavailable,Telematics
DT00891,Actros,India,High,Telematics,Telematics device offline,Telematics
DT00892,Arocs,Germany,Low,Telematics,Vehicle data not syncing to portal,Telematics
DT00893,Atego,USA,Medium,Telematics,GPS location not updating,Telematics
DT00894,eActros,Brazil,High,Telematics,Telematics gateway disconnected,Telematics
DT00895,Axor,South Africa,Low,Telematics,Fleet tracking data unavailable,Telematics
DT00896,Actros,India,Medium,Telematics,Telematics device offline,Telematics
DT00897,Arocs,Germany,High,Telematics,Vehicle data not syncing to portal,Telematics
DT00898,Atego,USA,Low,Telematics,GPS location not updating,Telematics
DT00899,eActros,Brazil,Medium,Telematics,Telematics gateway disconnected,Telematics
DT00900,Axor,South Africa,High,Telematics,Fleet tracking data unavailable,Telematics
DT00901,Actros,India,Low,Application Issue,Fleetboard login authentication failed,Application Issue
DT00902,Arocs,Germany,Medium,Application Issue,Portal reports not generating,Application Issue
DT00903,Atego,USA,High,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00904,eActros,Brazil,Low,Application Issue,User access permissions incorrect,Application Issue
DT00905,Axor,South Africa,Medium,Application Issue,Application timeout error encountered,Application Issue
DT00906,Actros,India,High,Application Issue,Fleetboard login authentication failed,Application Issue
DT00907,Arocs,Germany,Low,Application Issue,Portal reports not generating,Application Issue
DT00908,Atego,USA,Medium,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00909,eActros,Brazil,High,Application Issue,User access permissions incorrect,Application Issue
DT00910,Axor,South Africa,Low,Application Issue,Application timeout error encountered,Application Issue
DT00911,Actros,India,Medium,Application Issue,Fleetboard login authentication failed,Application Issue
DT00912,Arocs,Germany,High,Application Issue,Portal reports not generating,Application Issue
DT00913,Atego,USA,Low,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00914,eActros,Brazil,Medium,Application Issue,User access permissions incorrect,Application Issue
DT00915,Axor,South Africa,High,Application Issue,Application timeout error encountered,Application Issue
DT00916,Actros,India,Low,Application Issue,Fleetboard login authentication failed,Application Issue
DT00917,Arocs,Germany,Medium,Application Issue,Portal reports not generating,Application Issue
DT00918,Atego,USA,High,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00919,eActros,Brazil,Low,Application Issue,User access permissions incorrect,Application Issue
DT00920,Axor,South Africa,Medium,Application Issue,Application timeout error encountered,Application Issue
DT00921,Actros,India,High,Application Issue,Fleetboard login authentication failed,Application Issue
DT00922,Arocs,Germany,Low,Application Issue,Portal reports not generating,Application Issue
DT00923,Atego,USA,Medium,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00924,eActros,Brazil,High,Application Issue,User access permissions incorrect,Application Issue
DT00925,Axor,South Africa,Low,Application Issue,Application timeout error encountered,Application Issue
DT00926,Actros,India,Medium,Application Issue,Fleetboard login authentication failed,Application Issue
DT00927,Arocs,Germany,High,Application Issue,Portal reports not generating,Application Issue
DT00928,Atego,USA,Low,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00929,eActros,Brazil,Medium,Application Issue,User access permissions incorrect,Application Issue
DT00930,Axor,South Africa,High,Application Issue,Application timeout error encountered,Application Issue
DT00931,Actros,India,Low,Application Issue,Fleetboard login authentication failed,Application Issue
DT00932,Arocs,Germany,Medium,Application Issue,Portal reports not generating,Application Issue
DT00933,Atego,USA,High,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00934,eActros,Brazil,Low,Application Issue,User access permissions incorrect,Application Issue
DT00935,Axor,South Africa,Medium,Application Issue,Application timeout error encountered,Application Issue
DT00936,Actros,India,High,Application Issue,Fleetboard login authentication failed,Application Issue
DT00937,Arocs,Germany,Low,Application Issue,Portal reports not generating,Application Issue
DT00938,Atego,USA,Medium,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00939,eActros,Brazil,High,Application Issue,User access permissions incorrect,Application Issue
DT00940,Axor,South Africa,Low,Application Issue,Application timeout error encountered,Application Issue
DT00941,Actros,India,Medium,Application Issue,Fleetboard login authentication failed,Application Issue
DT00942,Arocs,Germany,High,Application Issue,Portal reports not generating,Application Issue
DT00943,Atego,USA,Low,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00944,eActros,Brazil,Medium,Application Issue,User access permissions incorrect,Application Issue
DT00945,Axor,South Africa,High,Application Issue,Application timeout error encountered,Application Issue
DT00946,Actros,India,Low,Application Issue,Fleetboard login authentication failed,Application Issue
DT00947,Arocs,Germany,Medium,Application Issue,Portal reports not generating,Application Issue
DT00948,Atego,USA,High,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00949,eActros,Brazil,Low,Application Issue,User access permissions incorrect,Application Issue
DT00950,Axor,South Africa,Medium,Application Issue,Application timeout error encountered,Application Issue
DT00951,Actros,India,High,Application Issue,Fleetboard login authentication failed,Application Issue
DT00952,Arocs,Germany,Low,Application Issue,Portal reports not generating,Application Issue
DT00953,Atego,USA,Medium,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00954,eActros,Brazil,High,Application Issue,User access permissions incorrect,Application Issue
DT00955,Axor,South Africa,Low,Application Issue,Application timeout error encountered,Application Issue
DT00956,Actros,India,Medium,Application Issue,Fleetboard login authentication failed,Application Issue
DT00957,Arocs,Germany,High,Application Issue,Portal reports not generating,Application Issue
DT00958,Atego,USA,Low,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00959,eActros,Brazil,Medium,Application Issue,User access permissions incorrect,Application Issue
DT00960,Axor,South Africa,High,Application Issue,Application timeout error encountered,Application Issue
DT00961,Actros,India,Low,Application Issue,Fleetboard login authentication failed,Application Issue
DT00962,Arocs,Germany,Medium,Application Issue,Portal reports not generating,Application Issue
DT00963,Atego,USA,High,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00964,eActros,Brazil,Low,Application Issue,User access permissions incorrect,Application Issue
DT00965,Axor,South Africa,Medium,Application Issue,Application timeout error encountered,Application Issue
DT00966,Actros,India,High,Application Issue,Fleetboard login authentication failed,Application Issue
DT00967,Arocs,Germany,Low,Application Issue,Portal reports not generating,Application Issue
DT00968,Atego,USA,Medium,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00969,eActros,Brazil,High,Application Issue,User access permissions incorrect,Application Issue
DT00970,Axor,South Africa,Low,Application Issue,Application timeout error encountered,Application Issue
DT00971,Actros,India,Medium,Application Issue,Fleetboard login authentication failed,Application Issue
DT00972,Arocs,Germany,High,Application Issue,Portal reports not generating,Application Issue
DT00973,Atego,USA,Low,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00974,eActros,Brazil,Medium,Application Issue,User access permissions incorrect,Application Issue
DT00975,Axor,South Africa,High,Application Issue,Application timeout error encountered,Application Issue
DT00976,Actros,India,Low,Application Issue,Fleetboard login authentication failed,Application Issue
DT00977,Arocs,Germany,Medium,Application Issue,Portal reports not generating,Application Issue
DT00978,Atego,USA,High,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00979,eActros,Brazil,Low,Application Issue,User access permissions incorrect,Application Issue
DT00980,Axor,South Africa,Medium,Application Issue,Application timeout error encountered,Application Issue
DT00981,Actros,India,High,Application Issue,Fleetboard login authentication failed,Application Issue
DT00982,Arocs,Germany,Low,Application Issue,Portal reports not generating,Application Issue
DT00983,Atego,USA,Medium,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00984,eActros,Brazil,High,Application Issue,User access permissions incorrect,Application Issue
DT00985,Axor,South Africa,Low,Application Issue,Application timeout error encountered,Application Issue
DT00986,Actros,India,Medium,Application Issue,Fleetboard login authentication failed,Application Issue
DT00987,Arocs,Germany,High,Application Issue,Portal reports not generating,Application Issue
DT00988,Atego,USA,Low,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00989,eActros,Brazil,Medium,Application Issue,User access permissions incorrect,Application Issue
DT00990,Axor,South Africa,High,Application Issue,Application timeout error encountered,Application Issue
DT00991,Actros,India,Low,Application Issue,Fleetboard login authentication failed,Application Issue
DT00992,Arocs,Germany,Medium,Application Issue,Portal reports not generating,Application Issue
DT00993,Atego,USA,High,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00994,eActros,Brazil,Low,Application Issue,User access permissions incorrect,Application Issue
DT00995,Axor,South Africa,Medium,Application Issue,Application timeout error encountered,Application Issue
DT00996,Actros,India,High,Application Issue,Fleetboard login authentication failed,Application Issue
DT00997,Arocs,Germany,Low,Application Issue,Portal reports not generating,Application Issue
DT00998,Atego,USA,Medium,Application Issue,Mobile app unable to load dashboard,Application Issue
DT00999,eActros,Brazil,High,Application Issue,User access permissions incorrect,Application Issue
DT01000,Axor,South Africa,Low,Application Issue,Application timeout error encountered,Application Issue
DT01001,Actros,India,Medium,Application Issue,Fleetboard login authentication failed,Application Issue
DT01002,Arocs,Germany,High,Application Issue,Portal reports not generating,Application Issue
DT01003,Atego,USA,Low,Application Issue,Mobile app unable to load dashboard,Application Issue
DT01004,eActros,Brazil,Medium,Application Issue,User access permissions incorrect,Application Issue
DT01005,Axor,South Africa,High,Application Issue,Application timeout error encountered,Application Issue
DT01006,Actros,India,Low,Application Issue,Fleetboard login authentication failed,Application Issue
DT01007,Arocs,Germany,Medium,Application Issue,Portal reports not generating,Application Issue
DT01008,Atego,USA,High,Application Issue,Mobile app unable to load dashboard,Application Issue
DT01009,eActros,Brazil,Low,Application Issue,User access permissions incorrect,Application Issue
DT01010,Axor,South Africa,Medium,Application Issue,Application timeout error encountered,Application Issue
DT01011,Actros,India,High,Application Issue,Fleetboard login authentication failed,Application Issue
DT01012,Arocs,Germany,Low,Application Issue,Portal reports not generating,Application Issue
DT01013,Atego,USA,Medium,Application Issue,Mobile app unable to load dashboard,Application Issue
DT01014,eActros,Brazil,High,Application Issue,User access permissions incorrect,Application Issue
DT01015,Axor,South Africa,Low,Application Issue,Application timeout error encountered,Application Issue
DT01016,Actros,India,Medium,Application Issue,Fleetboard login authentication failed,Application Issue
DT01017,Arocs,Germany,High,Application Issue,Portal reports not generating,Application Issue
DT01018,Atego,USA,Low,Application Issue,Mobile app unable to load dashboard,Application Issue
DT01019,eActros,Brazil,Medium,Application Issue,User access permissions incorrect,Application Issue
DT01020,Axor,South Africa,High,Application Issue,Application timeout error encountered,Application Issue
DT01021,Actros,India,Low,Application Issue,Fleetboard login authentication failed,Application Issue
DT01022,Arocs,Germany,Medium,Application Issue,Portal reports not generating,Application Issue
DT01023,Atego,USA,High,Application Issue,Mobile app unable to load dashboard,Application Issue
DT01024,eActros,Brazil,Low,Application Issue,User access permissions incorrect,Application Issue
DT01025,Axor,South Africa,Medium,Application Issue,Application timeout error encountered,Application Issue
DT01026,Actros,India,High,Application Issue,Fleetboard login authentication failed,Application Issue
DT01027,Arocs,Germany,Low,Application Issue,Portal reports not generating,Application Issue
DT01028,Atego,USA,Medium,Application Issue,Mobile app unable to load dashboard,Application Issue
DT01029,eActros,Brazil,High,Application Issue,User access permissions incorrect,Application Issue
DT01030,Axor,South Africa,Low,Application Issue,Application timeout error encountered,Application Issue
DT01031,Actros,India,Medium,Application Issue,Fleetboard login authentication failed,Application Issue
DT01032,Arocs,Germany,High,Application Issue,Portal reports not generating,Application Issue
DT01033,Atego,USA,Low,Application Issue,Mobile app unable to load dashboard,Application Issue
DT01034,eActros,Brazil,Medium,Application Issue,User access permissions incorrect,Application Issue
DT01035,Axor,South Africa,High,Application Issue,Application timeout error encountered,Application Issue
DT01036,Actros,India,Low,Application Issue,Fleetboard login authentication failed,Application Issue
DT01037,Arocs,Germany,Medium,Application Issue,Portal reports not generating,Application Issue
DT01038,Atego,USA,High,Application Issue,Mobile app unable to load dashboard,Application Issue
DT01039,eActros,Brazil,Low,Application Issue,User access permissions incorrect,Application Issue
DT01040,Axor,South Africa,Medium,Application Issue,Application timeout error encountered,Application Issue
DT01041,Actros,India,High,Application Issue,Fleetboard login authentication failed,Application Issue
DT01042,Arocs,Germany,Low,Application Issue,Portal reports not generating,Application Issue
DT01043,Atego,USA,Medium,Application Issue,Mobile app unable to load dashboard,Application Issue
DT01044,eActros,Brazil,High,Application Issue,User access permissions incorrect,Application Issue
DT01045,Axor,South Africa,Low,Application Issue,Application timeout error encountered,Application Issue
DT01046,Actros,India,Medium,Application Issue,Fleetboard login authentication failed,Application Issue
DT01047,Arocs,Germany,High,Application Issue,Portal reports not generating,Application Issue
DT01048,Atego,USA,Low,Application Issue,Mobile app unable to load dashboard,Application Issue
DT01049,eActros,Brazil,Medium,Application Issue,User access permissions incorrect,Application Issue
DT01050,Axor,South Africa,High,Application Issue,Application timeout error encountered,Application Issue
DT01051,Actros,India,Low,Warranty,Warranty approval request pending,Warranty
DT01052,Arocs,Germany,Medium,Warranty,Warranty claim status not updated,Warranty
DT01053,Atego,USA,High,Warranty,Warranty coverage validation required,Warranty
DT01054,eActros,Brazil,Low,Warranty,Warranty reimbursement delayed,Warranty
DT01055,Axor,South Africa,Medium,Warranty,Warranty documentation missing,Warranty
DT01056,Actros,India,High,Warranty,Warranty approval request pending,Warranty
DT01057,Arocs,Germany,Low,Warranty,Warranty claim status not updated,Warranty
DT01058,Atego,USA,Medium,Warranty,Warranty coverage validation required,Warranty
DT01059,eActros,Brazil,High,Warranty,Warranty reimbursement delayed,Warranty
DT01060,Axor,South Africa,Low,Warranty,Warranty documentation missing,Warranty
DT01061,Actros,India,Medium,Warranty,Warranty approval request pending,Warranty
DT01062,Arocs,Germany,High,Warranty,Warranty claim status not updated,Warranty
DT01063,Atego,USA,Low,Warranty,Warranty coverage validation required,Warranty
DT01064,eActros,Brazil,Medium,Warranty,Warranty reimbursement delayed,Warranty
DT01065,Axor,South Africa,High,Warranty,Warranty documentation missing,Warranty
DT01066,Actros,India,Low,Warranty,Warranty approval request pending,Warranty
DT01067,Arocs,Germany,Medium,Warranty,Warranty claim status not updated,Warranty
DT01068,Atego,USA,High,Warranty,Warranty coverage validation required,Warranty
DT01069,eActros,Brazil,Low,Warranty,Warranty reimbursement delayed,Warranty
DT01070,Axor,South Africa,Medium,Warranty,Warranty documentation missing,Warranty
DT01071,Actros,India,High,Warranty,Warranty approval request pending,Warranty
DT01072,Arocs,Germany,Low,Warranty,Warranty claim status not updated,Warranty
DT01073,Atego,USA,Medium,Warranty,Warranty coverage validation required,Warranty
DT01074,eActros,Brazil,High,Warranty,Warranty reimbursement delayed,Warranty
DT01075,Axor,South Africa,Low,Warranty,Warranty documentation missing,Warranty
